DATA,SRAG,PNEUMONIA,INSUFICIENCIA RESPIRATORIA,SEPTICEMIA,AVC,CARDIOPATIA,CHOQUE CARDIOPATICO,AVC (COVID),INFARTO (COVID),INFARTO,SUBITA,INDETERMINADA,DEMAIS OBITOS,COVID19
2019-02-18,0.0,7.0,3.0,7.0,3.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,26.0,0.0
2019-02-19,0.0,12.0,3.0,7.0,8.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,23.0,0.0
2019-02-20,0.0,5.0,5.0,12.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,31.0,0.0
2019-02-21,0.0,9.0,2.0,9.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,0.0
2019-02-22,0.0,11.0,2.0,7.0,9.0,1.0,1.0,0.0,0.0,9.0,0.0,0.0,25.0,0.0
2019-02-23,0.0,10.0,3.0,8.0,8.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,22.0,0.0
2019-02-24,0.0,15.0,4.0,16.0,7.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,18.0,0.0
2019-02-25,0.0,11.0,3.0,10.0,8.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,30.0,0.0
2019-02-26,0.0,8.0,3.0,13.0,22.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,31.0,0.0
2019-02-27,0.0,10.0,2.0,8.0,11.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,22.0,0.0
2019-02-28,0.0,6.0,1.0,7.0,8.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,26.0,0.0
2019-03-01,0.0,15.0,5.0,7.0,9.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,27.0,0.0
2019-03-02,0.0,11.0,2.0,17.0,8.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,27.0,0.0
2019-03-03,0.0,5.0,2.0,13.0,8.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,35.0,0.0
2019-03-04,0.0,10.0,3.0,9.0,5.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,29.0,0.0
2019-03-05,0.0,11.0,2.0,5.0,12.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,15.0,0.0
2019-03-06,0.0,16.0,2.0,9.0,13.0,3.0,2.0,0.0,0.0,6.0,0.0,0.0,25.0,0.0
2019-03-07,0.0,13.0,3.0,10.0,9.0,1.0,2.0,0.0,0.0,4.0,1.0,0.0,19.0,0.0
